session_id,partner_key,dispatch_date,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delayed,delivery_status,delivery_cost,delivery_rating
19414,PRTN-040,22-03-2024,same day,south,rainy,7.5,34.66,no,delivered,241.48,4
19416,PRTN-446,19-10-2024,two day,west,hot,235.0,10.27,no,delivered,1205.81,4
19433,PRTN-382,11-10-2024,express,central,stormy,123.4,15.61,yes,delayed,713.83,2
19442,PRTN-130,24-07-2024,two day,west,cold,48.5,32.84,no,delivered,341.02,3
19443,PRTN-376,19-08-2024,two day,west,hot,286.3,34.93,no,delivered,1536.29,4
19445,PRTN-104,17-01-2024,express,east,hot,169.9,48.96,no,delivered,1046.38,4
19446,PRTN-276,03-05-2024,standard,central,clear,246.3,6.11,no,delivered,1249.83,5
19453,PRTN-072,05-03-2024,two day,central,stormy,179.0,47.35,no,delivered,1037.05,5
19454,PRTN-278,18-11-2024,two day,east,cold,50.5,25.58,no,delivered,329.24,3
19457,PRTN-242,09-01-2024,express,north,hot,205.9,49.12,yes,delayed,1226.86,3
19458,PRTN-150,10-05-2024,express,west,stormy,19.8,25.58,yes,delayed,225.74,2
19459,PRTN-254,03-12-2024,standard,north,hot,275.6,8.06,no,delivered,1402.18,3
19463,PRTN-221,27-05-2024,standard,north,cold,136.8,19.11,no,delivered,741.33,3
19467,PRTN-231,13-08-2024,same day,east,cold,37.9,20.58,no,delivered,351.24,5
19473,PRTN-010,30-08-2024,standard,east,stormy,239.3,49.52,no,delivered,1345.45,5
19476,PRTN-335,18-01-2024,two day,central,foggy,27.0,15.07,no,delivered,180.21,4
19477,PRTN-255,10-07-2024,same day,east,cold,188.9,11.95,no,delivered,1080.35,5
19481,PRTN-071,11-06-2024,same day,east,rainy,263.9,15.71,yes,delayed,1466.63,2
19486,PRTN-482,02-09-2024,express,west,rainy,17.7,38.82,yes,failed,254.96,1
19499,PRTN-127,10-09-2024,same day,central,stormy,253.0,32.29,yes,failed,1461.87,1
19515,PRTN-375,06-04-2024,two day,central,rainy,242.3,46.46,no,delivered,1350.88,3
19518,PRTN-070,16-02-2024,same day,east,rainy,115.0,49.2,yes,delayed,822.6,3
19522,PRTN-021,09-12-2024,standard,south,clear,117.6,5.48,no,delivered,604.44,3
19527,PRTN-032,10-10-2024,express,east,rainy,4.9,28.72,yes,delayed,160.66,2
19531,PRTN-438,25-11-2024,same day,west,cold,75.2,26.42,no,delivered,555.26,4
19536,PRTN-378,27-09-2024,two day,south,foggy,25.0,30.16,no,delivered,215.48,4
19539,PRTN-276,27-05-2024,same day,north,foggy,160.3,38.94,no,delivered,1018.32,5
19540,PRTN-309,01-11-2024,two day,central,cold,163.9,40.33,no,delivered,940.49,5
19541,PRTN-138,01-03-2024,standard,central,hot,17.6,0.92,no,delivered,95.6674,4
19545,PRTN-083,14-04-2024,same day,west,hot,221.9,22.75,yes,delayed,1277.75,2
19554,PRTN-469,27-08-2024,standard,west,stormy,19.0,31.4,no,delivered,189.2,4
19556,PRTN-353,29-01-2024,same day,north,cold,294.1,35.1,no,delivered,1632.7206,5
19562,PRTN-446,02-11-2024,standard,south,hot,69.6,32.29,no,delivered,444.87,4
19564,PRTN-110,11-07-2024,same day,north,cold,39.2,29.56,no,delivered,384.68,4
19566,PRTN-014,27-09-2024,two day,central,cold,199.5,34.37,no,delivered,1100.61,4
19575,PRTN-259,19-01-2024,express,central,cold,283.0,36.66,no,delivered,1574.98,4
19576,PRTN-236,01-03-2024,express,east,stormy,263.0,33.26,yes,delayed,1464.78,3
19585,PRTN-185,13-03-2024,standard,south,clear,38.7,35.34,no,delivered,299.52,5
19586,PRTN-086,02-09-2024,express,central,cold,93.3,21.85,yes,delayed,582.05,2
19588,PRTN-017,30-03-2024,two day,north,stormy,237.0,6.62,no,delivered,1204.86,5
19593,PRTN-205,28-10-2024,same day,west,stormy,187.0,5.91,yes,delayed,1052.73,2
19596,PRTN-472,17-12-2024,standard,south,cold,65.2,12.29,no,delivered,362.87,4
19600,PRTN-396,06-09-2024,express,central,foggy,64.3,27.29,yes,delayed,453.37,2
19601,PRTN-435,01-11-2024,express,south,rainy,254.4,40.54,yes,delayed,1443.62,2
19605,PRTN-060,12-02-2024,same day,west,clear,9.2,24.62,no,delivered,219.86,4
19612,PRTN-211,23-07-2024,express,east,cold,51.0,10.38,yes,delayed,336.14,3
19615,PRTN-417,19-12-2024,two day,north,stormy,288.0,29.12,yes,failed,1527.36,2
19616,PRTN-447,08-12-2024,same day,east,cold,90.5,49.52,no,delivered,701.48,5
19634,PRTN-038,30-01-2024,express,central,cold,180.9,34.95,no,delivered,1059.35,5
19636,PRTN-304,10-11-2024,standard,east,hot,4.4,29.77,no,delivered,111.31,3
19637,PRTN-077,15-04-2024,same day,east,clear,204.1,36.35,yes,delayed,1229.55,2
19641,PRTN-434,25-10-2024,same day,south,clear,184.0,16.3,no,delivered,1068.9,3
19646,PRTN-446,19-10-2024,two day,south,clear,156.2,37.76,no,delivered,894.28,5
19649,PRTN-266,16-08-2024,standard,north,clear,106.8,22.73,no,delivered,602.19,5
19656,PRTN-235,15-01-2024,standard,west,hot,260.1,43.92,no,delivered,1432.26,3
19659,PRTN-031,17-06-2024,express,central,cold,12.0,21.81,no,delivered,175.43,3
19665,PRTN-243,20-07-2024,express,west,hot,142.9,39.04,no,delivered,881.62,3
19666,PRTN-238,08-09-2024,express,central,foggy,11.4,7.99,yes,delayed,130.97,2
19668,PRTN-131,22-01-2024,two day,east,foggy,3.6,24.35,no,delivered,95.6674,3
19671,PRTN-280,30-05-2024,two day,north,stormy,149.0,1.73,no,delivered,750.19,3
19672,PRTN-121,15-05-2024,same day,north,cold,24.4,4.2,no,delivered,234.6,4
19679,PRTN-337,09-06-2024,standard,south,stormy,169.4,23.92,no,delivered,918.76,5
19686,PRTN-432,25-11-2024,two day,central,cold,35.7,32.53,no,delivered,276.09,4
19690,PRTN-141,05-03-2024,same day,central,stormy,50.7,23.88,no,delivered,425.14,5
19700,PRTN-014,03-09-2024,same day,north,stormy,78.3,38.76,no,delivered,607.78,4
19703,PRTN-406,19-07-2024,express,north,rainy,28.7,48.75,yes,delayed,339.75,2
19707,PRTN-430,19-11-2024,same day,east,clear,158.6,33.96,no,delivered,994.88,4
19709,PRTN-435,14-11-2024,standard,west,hot,141.6,30.41,no,delivered,799.23,4
19712,PRTN-238,25-09-2024,express,west,rainy,83.7,34.79,yes,delayed,572.87,2
19721,PRTN-212,05-07-2024,standard,south,foggy,151.4,11.98,no,delivered,792.94,5
19725,PRTN-036,30-03-2024,express,west,hot,36.8,42.78,yes,delayed,362.34,2
19734,PRTN-137,10-05-2024,two day,east,cold,65.9,23.22,no,delivered,399.16,5
19739,PRTN-167,20-11-2024,two day,south,clear,288.8,11.69,no,delivered,1479.07,5
19744,PRTN-022,27-01-2024,same day,east,stormy,97.6,5.27,no,delivered,603.81,5
19749,PRTN-316,11-04-2024,standard,central,hot,176.7,15.15,no,delivered,928.95,5
19751,PRTN-266,21-08-2024,standard,south,rainy,193.4,26.55,no,delivered,1046.65,5
19754,PRTN-148,28-01-2024,express,central,cold,73.0,24.45,no,delivered,488.35,5
19759,PRTN-169,12-08-2024,same day,east,foggy,111.0,4.74,no,delivered,669.22,3
19760,PRTN-062,06-08-2024,express,east,rainy,3.6,47.08,yes,delayed,198.74,2
19761,PRTN-064,25-05-2024,same day,central,foggy,162.7,2.27,yes,delayed,920.31,3
19768,PRTN-030,12-07-2024,express,west,rainy,134.4,11.81,yes,delayed,757.43,2
19773,PRTN-243,13-07-2024,two day,west,rainy,164.6,42.21,no,delivered,949.63,5
19776,PRTN-100,08-12-2024,standard,west,cold,150.5,45.69,no,delivered,889.57,4
19778,PRTN-260,15-07-2024,two day,central,cold,290.3,17.46,no,delivered,1503.88,4
19782,PRTN-002,07-10-2024,two day,north,cold,223.8,47.46,no,delivered,1261.38,5
19785,PRTN-260,20-07-2024,standard,north,stormy,97.9,28.37,no,delivered,574.61,5
19789,PRTN-427,26-09-2024,two day,central,stormy,146.9,21.0,no,delivered,797.5,3
19791,PRTN-318,27-02-2024,two day,central,cold,287.1,3.2,no,delivered,1445.1,5
19793,PRTN-377,19-09-2024,two day,south,clear,295.4,31.98,no,delivered,1572.94,5
19800,PRTN-433,29-02-2024,same day,south,clear,25.4,42.88,no,delivered,355.64,3
19801,PRTN-137,08-06-2024,same day,central,stormy,131.6,48.33,yes,delayed,902.99,2
19809,PRTN-201,26-05-2024,express,east,rainy,165.0,45.55,yes,delayed,1011.65,3
19813,PRTN-020,08-10-2024,same day,north,rainy,243.1,18.14,yes,failed,1369.92,2
19814,PRTN-270,30-03-2024,express,south,cold,21.1,42.69,no,delivered,283.57,3
19819,PRTN-324,20-06-2024,same day,west,stormy,220.6,14.16,yes,delayed,1245.48,3
19820,PRTN-142,26-04-2024,two day,south,rainy,255.8,7.11,no,delivered,1300.33,4
19822,PRTN-242,04-01-2024,express,north,cold,8.4,19.86,no,delivered,151.58,5
19823,PRTN-450,25-10-2024,two day,west,hot,229.0,5.5,no,delivered,1161.5,4
19825,PRTN-151,21-10-2024,standard,east,cold,105.1,45.57,no,delivered,662.21,5
19826,PRTN-347,22-01-2024,standard,west,hot,116.4,36.8,no,delivered,692.4,4
19838,PRTN-235,25-01-2024,same day,east,cold,17.7,39.33,no,delivered,306.49,5
19842,PRTN-401,13-01-2024,same day,central,stormy,218.5,49.52,no,delivered,1341.87,5
19845,PRTN-448,12-03-2024,express,west,clear,137.8,49.12,no,delivered,886.36,4
19848,PRTN-055,30-01-2024,two day,north,hot,108.4,12.73,no,delivered,580.19,5
19853,PRTN-442,01-10-2024,two day,north,stormy,13.5,0.91,no,delivered,95.6674,4
19854,PRTN-015,28-11-2024,same day,south,foggy,247.6,16.2,no,delivered,1386.6,4
19855,PRTN-483,19-11-2024,standard,south,foggy,56.4,11.51,no,delivered,316.53,5
19860,PRTN-458,04-01-2024,two day,south,foggy,103.8,13.68,no,delivered,560.04,5
19861,PRTN-168,01-06-2024,same day,central,hot,169.6,17.22,yes,failed,999.66,1
19863,PRTN-420,07-11-2024,standard,south,hot,292.1,11.38,no,delivered,1494.64,5
19869,PRTN-479,06-06-2024,express,north,cold,203.2,28.31,yes,delayed,1150.93,3
19871,PRTN-336,12-04-2024,express,east,rainy,190.9,10.37,yes,delayed,1035.61,2
19872,PRTN-303,21-08-2024,standard,east,clear,38.5,21.86,no,delivered,258.08,4
19874,PRTN-483,11-11-2024,same day,north,foggy,188.1,40.45,yes,failed,1161.85,1
19876,PRTN-264,19-03-2024,standard,west,cold,190.9,16.46,no,delivered,1003.88,4
19882,PRTN-096,01-12-2024,same day,north,cold,4.7,26.77,no,delivered,203.81,4
19886,PRTN-132,02-04-2024,standard,north,hot,29.1,31.43,no,delivered,239.79,5
19889,PRTN-460,11-06-2024,two day,west,hot,131.5,11.68,no,delivered,692.54,3
19890,PRTN-385,04-12-2024,standard,east,cold,60.6,49.52,no,delivered,451.86,5
19898,PRTN-127,01-10-2024,two day,north,foggy,198.0,16.93,no,delivered,1040.79,4
19901,PRTN-215,23-03-2024,express,west,stormy,209.1,19.42,yes,delayed,1153.76,3
19905,PRTN-094,02-01-2024,same day,east,rainy,182.7,5.96,yes,failed,1031.38,1
19910,PRTN-349,29-03-2024,two day,central,cold,285.2,35.8,no,delivered,1533.4,5
19916,PRTN-271,22-04-2024,express,west,hot,17.7,33.26,yes,delayed,238.28,3
19930,PRTN-242,04-02-2024,standard,east,stormy,44.0,14.77,no,delivered,264.31,4
19933,PRTN-359,21-10-2024,two day,west,clear,287.1,19.83,no,delivered,1494.99,4
19935,PRTN-401,14-01-2024,express,north,cold,270.2,49.11,yes,delayed,1548.33,2
19939,PRTN-099,18-07-2024,two day,east,clear,253.4,26.75,no,delivered,1347.25,4
19943,PRTN-409,13-04-2024,express,north,hot,91.1,34.42,yes,failed,608.76,1
19955,PRTN-324,22-06-2024,standard,south,hot,224.5,45.42,no,delivered,1258.76,4
19960,PRTN-362,20-12-2024,same day,west,hot,251.8,44.17,no,delivered,1491.51,3
19965,PRTN-257,22-08-2024,two day,east,rainy,138.2,0.81,no,delivered,693.43,4
19966,PRTN-077,25-03-2024,express,central,stormy,54.9,9.43,yes,delayed,352.79,2
19969,PRTN-116,14-08-2024,two day,east,stormy,7.6,12.93,no,delivered,95.6674,5
19974,PRTN-360,16-10-2024,same day,east,cold,297.1,27.72,no,delivered,1632.7206,4
19984,PRTN-164,10-09-2024,standard,north,rainy,219.5,25.26,no,delivered,1173.28,5
19985,PRTN-269,09-10-2024,express,west,rainy,167.3,24.42,yes,delayed,959.76,2
19986,PRTN-229,09-07-2024,standard,east,cold,39.6,36.74,no,delivered,308.22,5
19989,PRTN-473,26-12-2024,express,east,stormy,126.5,24.45,yes,delayed,755.85,3
19992,PRTN-402,06-01-2024,two day,central,foggy,216.0,1.67,no,delivered,1085.01,4
19993,PRTN-460,06-06-2024,express,south,rainy,12.7,46.18,yes,failed,252.04,2
19994,PRTN-446,25-10-2024,same day,central,rainy,4.2,3.18,no,delivered,130.54,5
19997,PRTN-266,12-08-2024,standard,south,clear,26.1,45.25,no,delivered,266.25,4
19998,PRTN-267,17-09-2024,standard,north,clear,19.2,15.95,no,delivered,143.85,4
20003,PRTN-058,15-03-2024,same day,west,stormy,252.5,1.94,yes,failed,1368.32,1
20004,PRTN-349,07-04-2024,two day,north,hot,136.5,14.86,no,delivered,727.08,3
20006,PRTN-189,03-09-2024,standard,south,rainy,42.2,40.03,no,delivered,331.09,5
20007,PRTN-333,24-09-2024,express,central,foggy,265.5,28.98,yes,delayed,1464.44,2
20017,PRTN-144,26-09-2024,express,east,hot,138.6,38.78,yes,delayed,859.34,2
20025,PRTN-418,27-05-2024,standard,east,clear,46.2,12.13,no,delivered,267.39,5
20029,PRTN-368,27-06-2024,express,west,stormy,99.1,2.8,yes,delayed,553.9,3
20042,PRTN-046,27-12-2024,express,east,cold,26.3,0.67,yes,delayed,183.48,2
20045,PRTN-227,22-08-2024,two day,central,rainy,249.1,2.3,no,delivered,1252.4,4
20053,PRTN-218,20-09-2024,express,east,cold,284.0,24.22,yes,delayed,1542.66,2
20061,PRTN-113,07-10-2024,two day,west,cold,106.6,40.99,no,delivered,655.97,3
20069,PRTN-219,20-10-2024,express,south,rainy,231.2,40.72,yes,delayed,1328.16,2
20075,PRTN-074,09-04-2024,same day,south,cold,120.4,2.62,no,delivered,709.86,5
20076,PRTN-243,23-06-2024,same day,west,rainy,256.2,7.54,yes,failed,1403.62,1
20089,PRTN-282,17-04-2024,standard,north,stormy,51.5,3.06,no,delivered,266.68,3
20090,PRTN-306,30-12-2024,two day,south,clear,79.1,4.23,no,delivered,408.19,4
20091,PRTN-053,24-09-2024,same day,west,hot,237.1,22.78,no,delivered,1353.84,4
20095,PRTN-335,18-01-2024,two day,east,hot,79.6,8.6,no,delivered,423.8,4
20096,PRTN-151,09-11-2024,two day,central,hot,216.8,28.87,no,delivered,1170.61,5
20099,PRTN-301,02-08-2024,standard,central,hot,102.5,37.37,no,delivered,624.61,5
20114,PRTN-455,28-06-2024,express,central,foggy,159.6,14.43,yes,failed,891.29,1
20115,PRTN-128,10-12-2024,standard,north,cold,271.0,18.6,no,delivered,1410.8,5
20120,PRTN-086,15-09-2024,express,north,foggy,106.9,45.91,yes,delayed,722.23,2
20124,PRTN-407,07-03-2024,two day,west,cold,180.5,21.57,no,delivered,967.21,5
20134,PRTN-382,17-11-2024,same day,central,foggy,90.4,17.96,no,delivered,605.88,3
20135,PRTN-463,27-03-2024,same day,central,clear,225.0,14.54,yes,delayed,1268.62,2
20140,PRTN-026,04-04-2024,same day,south,foggy,216.4,15.94,yes,delayed,1229.82,2
20141,PRTN-034,27-06-2024,express,central,clear,26.3,46.99,yes,delayed,322.47,2
20142,PRTN-471,03-12-2024,same day,north,cold,163.2,14.85,no,delivered,960.55,5
20143,PRTN-337,17-05-2024,express,east,rainy,158.8,21.87,yes,delayed,909.61,2
20146,PRTN-266,27-07-2024,standard,east,cold,7.3,26.38,no,delivered,115.64,5
20147,PRTN-486,08-05-2024,express,north,rainy,206.3,12.45,yes,delayed,1118.85,2
20148,PRTN-371,30-11-2024,same day,east,foggy,180.5,47.24,no,delivered,1144.22,4
20157,PRTN-148,02-01-2024,standard,east,hot,132.7,44.62,no,delivered,797.36,5
20159,PRTN-008,28-10-2024,standard,central,clear,166.7,38.81,no,delivered,949.93,3
20172,PRTN-071,18-06-2024,same day,central,cold,149.5,30.55,no,delivered,939.15,3
20173,PRTN-043,29-10-2024,standard,west,stormy,110.1,26.96,no,delivered,631.38,4
20174,PRTN-046,24-12-2024,two day,north,clear,278.1,43.55,no,delivered,1521.15,5
20181,PRTN-148,30-01-2024,two day,east,foggy,150.7,49.52,no,delivered,902.69,4
20182,PRTN-035,03-03-2024,standard,west,hot,274.6,29.77,no,delivered,1462.31,3
20187,PRTN-248,23-08-2024,same day,central,cold,55.2,24.69,no,delivered,450.07,4
20195,PRTN-046,02-12-2024,same day,north,stormy,48.3,48.17,no,delivered,486.01,4
20199,PRTN-227,24-08-2024,standard,central,rainy,266.5,44.88,no,delivered,1467.14,5
20200,PRTN-053,30-09-2024,same day,central,foggy,68.2,47.09,no,delivered,582.27,3
20202,PRTN-286,31-03-2024,express,west,stormy,9.2,6.38,yes,delayed,115.14,2
20203,PRTN-075,16-08-2024,express,east,stormy,180.7,25.47,yes,delayed,1029.91,2
20215,PRTN-432,30-11-2024,standard,central,stormy,194.0,26.37,no,delivered,1049.11,4
20222,PRTN-005,07-03-2024,standard,east,stormy,130.0,42.91,no,delivered,778.73,5
20224,PRTN-404,09-10-2024,standard,central,rainy,259.9,39.79,no,delivered,1418.87,3
20225,PRTN-089,07-06-2024,standard,west,clear,178.5,39.58,no,delivered,1011.24,3
20228,PRTN-063,14-02-2024,express,west,cold,32.6,13.85,no,delivered,254.55,5
20233,PRTN-352,20-06-2024,standard,north,foggy,186.3,16.97,no,delivered,982.41,5
20236,PRTN-203,20-07-2024,same day,south,cold,155.3,37.41,no,delivered,988.73,5
20245,PRTN-437,20-02-2024,same day,south,rainy,150.3,39.72,yes,delayed,970.66,2
20255,PRTN-352,22-06-2024,express,south,rainy,75.0,36.38,yes,delayed,534.14,2
20265,PRTN-375,16-04-2024,express,east,rainy,160.6,46.87,yes,delayed,993.61,3
20270,PRTN-101,18-12-2024,standard,north,hot,214.4,18.96,no,delivered,1128.88,4
20271,PRTN-332,26-03-2024,express,east,cold,196.4,19.04,no,delivered,1089.12,5
20276,PRTN-350,22-02-2024,two day,north,hot,55.7,36.06,no,delivered,386.68,5
20280,PRTN-230,24-03-2024,express,central,foggy,96.7,2.97,yes,delayed,542.41,2
20286,PRTN-028,08-10-2024,same day,central,stormy,86.4,18.16,yes,delayed,586.48,2
20297,PRTN-202,24-03-2024,same day,west,cold,154.3,26.07,no,delivered,949.71,4
20302,PRTN-016,11-07-2024,two day,west,rainy,12.6,34.21,no,delivered,165.63,4
20307,PRTN-110,16-07-2024,same day,east,clear,233.4,42.41,no,delivered,1394.23,5
20312,PRTN-143,12-04-2024,standard,north,stormy,296.4,39.37,no,delivered,1600.11,5
20317,PRTN-108,08-07-2024,same day,north,stormy,34.0,18.55,no,delivered,325.65,5
20330,PRTN-477,26-05-2024,standard,north,cold,165.7,6.71,no,delivered,848.63,5
20336,PRTN-299,20-12-2024,same day,south,clear,152.3,16.89,no,delivered,912.17,4
20338,PRTN-389,22-10-2024,express,west,stormy,76.2,2.38,yes,delayed,438.14,2
20340,PRTN-436,25-05-2024,standard,east,stormy,291.2,3.21,no,delivered,1465.63,3
20344,PRTN-181,13-08-2024,express,central,foggy,228.8,29.02,yes,failed,1281.06,2
20348,PRTN-073,04-11-2024,two day,north,foggy,286.5,24.96,no,delivered,1507.38,4
20350,PRTN-330,07-08-2024,express,east,hot,72.1,29.65,yes,delayed,499.45,2
20359,PRTN-113,06-09-2024,express,west,stormy,211.8,17.0,yes,failed,1160.0,1
20364,PRTN-016,04-07-2024,express,west,hot,163.9,38.76,no,delivered,985.78,4
20365,PRTN-272,24-06-2024,two day,north,foggy,5.9,45.05,no,delivered,164.65,3
20382,PRTN-008,18-11-2024,same day,south,clear,80.6,30.35,no,delivered,594.05,4
20399,PRTN-096,28-11-2024,same day,west,clear,277.9,12.8,no,delivered,1527.9,4
20407,PRTN-297,18-08-2024,two day,west,stormy,97.8,26.26,no,delivered,567.78,4
20412,PRTN-372,04-07-2024,express,south,stormy,45.2,26.6,yes,delayed,355.8,2
20418,PRTN-464,28-06-2024,standard,north,clear,157.7,38.01,no,delivered,902.53,4
20426,PRTN-260,12-06-2024,two day,north,cold,276.9,25.1,no,delivered,1459.8,3
20431,PRTN-388,28-07-2024,same day,east,cold,114.5,26.81,no,delivered,752.93,4
20440,PRTN-202,27-04-2024,express,west,clear,218.9,46.0,no,delivered,1282.5,5
20441,PRTN-477,19-05-2024,standard,west,clear,72.2,22.84,no,delivered,429.52,5
20451,PRTN-361,13-07-2024,two day,north,stormy,167.8,15.45,no,delivered,885.35,4
20458,PRTN-131,01-02-2024,same day,south,rainy,218.4,49.15,yes,delayed,1339.45,2
20459,PRTN-225,01-10-2024,same day,east,hot,96.2,44.64,no,delivered,714.92,5
20460,PRTN-370,25-11-2024,same day,west,hot,190.5,45.84,no,delivered,1190.02,5
20461,PRTN-140,09-02-2024,standard,north,stormy,222.5,43.32,no,delivered,1242.46,4
20462,PRTN-411,16-05-2024,same day,south,clear,165.2,11.69,no,delivered,961.07,3
20463,PRTN-446,07-11-2024,same day,south,foggy,251.1,8.32,yes,failed,1380.46,1
20466,PRTN-415,23-05-2024,same day,east,hot,257.6,37.5,yes,delayed,1500.5,2
20471,PRTN-224,30-07-2024,express,west,cold,123.8,29.4,yes,failed,757.2,1
20472,PRTN-461,28-01-2024,two day,north,stormy,91.0,32.62,no,delivered,552.86,4
20474,PRTN-437,06-03-2024,express,south,rainy,60.3,24.17,yes,delayed,424.01,3
20479,PRTN-142,10-04-2024,same day,south,cold,193.5,44.48,no,delivered,1200.94,5
20490,PRTN-116,21-08-2024,same day,south,rainy,288.9,21.82,yes,delayed,1609.96,2
20497,PRTN-418,15-05-2024,standard,south,clear,131.6,35.98,no,delivered,765.94,5
20499,PRTN-315,17-03-2024,express,west,clear,195.9,29.06,no,delivered,1116.68,4
20520,PRTN-026,08-04-2024,two day,central,hot,54.3,5.5,no,delivered,288.0,5
20521,PRTN-028,30-09-2024,express,north,cold,151.4,32.65,no,delivered,904.95,4
20522,PRTN-437,19-02-2024,two day,south,clear,128.3,18.09,no,delivered,695.77,3
20527,PRTN-082,29-06-2024,two day,north,stormy,242.3,31.28,no,delivered,1305.34,5
20531,PRTN-169,29-08-2024,same day,north,foggy,222.6,9.43,no,delivered,1241.29,3
20537,PRTN-067,15-06-2024,same day,central,clear,119.1,5.94,no,delivered,713.32,5
20545,PRTN-349,02-04-2024,express,east,foggy,89.8,14.94,yes,delayed,543.82,2
20546,PRTN-320,24-06-2024,same day,north,clear,254.0,48.43,no,delivered,1515.29,4
20547,PRTN-395,06-01-2024,standard,central,foggy,40.5,19.7,no,delivered,261.6,4
20550,PRTN-313,20-12-2024,two day,central,foggy,136.3,23.07,no,delivered,750.71,5
20552,PRTN-426,22-01-2024,same day,central,cold,17.3,30.22,no,delivered,277.16,5
20553,PRTN-014,04-09-2024,standard,north,stormy,3.6,46.12,no,delivered,156.36,4
20554,PRTN-244,29-02-2024,two day,west,clear,32.5,0.67,no,delivered,163.46,5
20555,PRTN-240,12-08-2024,express,east,hot,14.8,20.35,no,delivered,185.05,5
20563,PRTN-235,03-01-2024,two day,west,clear,195.7,44.45,no,delivered,1111.85,5
20564,PRTN-345,24-03-2024,standard,east,hot,232.8,27.22,no,delivered,1245.66,5
20577,PRTN-152,20-09-2024,standard,central,stormy,25.1,0.86,no,delivered,128.08,4
20579,PRTN-056,07-08-2024,standard,north,clear,21.5,7.25,no,delivered,129.25,5
20582,PRTN-447,04-12-2024,express,west,cold,51.6,25.3,no,delivered,383.9,5
20589,PRTN-409,28-03-2024,express,west,cold,250.5,7.69,no,delivered,1325.57,5
20590,PRTN-027,12-02-2024,two day,central,hot,100.2,16.74,no,delivered,551.22,3
20593,PRTN-015,23-12-2024,standard,west,stormy,162.6,0.99,no,delivered,815.97,4
20603,PRTN-377,06-09-2024,two day,north,rainy,57.0,2.54,no,delivered,292.62,3
20605,PRTN-480,07-05-2024,two day,north,cold,41.1,28.24,no,delivered,290.22,4
20614,PRTN-077,08-04-2024,same day,central,clear,207.2,36.88,no,delivered,1246.64,4
20631,PRTN-078,07-07-2024,express,west,rainy,49.5,4.68,yes,delayed,311.54,3
20636,PRTN-225,14-09-2024,express,central,clear,60.9,17.8,yes,delayed,407.9,2
20638,PRTN-468,12-01-2024,standard,west,rainy,7.6,44.3,no,delivered,170.9,4
20644,PRTN-035,18-02-2024,same day,south,stormy,81.6,24.12,no,delivered,580.36,3
20647,PRTN-440,17-12-2024,express,south,cold,109.9,34.15,no,delivered,701.95,4
20649,PRTN-397,08-05-2024,two day,north,stormy,196.7,8.46,no,delivered,1008.88,5
20650,PRTN-017,17-04-2024,express,west,clear,293.6,41.48,no,delivered,1632.7206,4
20654,PRTN-004,27-01-2024,two day,north,rainy,3.6,23.62,no,delivered,95.6674,4
20655,PRTN-426,29-01-2024,same day,east,clear,228.0,41.9,yes,delayed,1365.7,2
20656,PRTN-297,20-08-2024,standard,south,rainy,31.3,42.02,no,delivered,282.56,4
20657,PRTN-125,20-06-2024,two day,south,rainy,277.7,7.05,no,delivered,1409.65,3
20658,PRTN-389,29-10-2024,same day,central,hot,270.9,28.25,yes,delayed,1539.25,2
20662,PRTN-033,23-12-2024,standard,west,rainy,243.9,39.86,no,delivered,1339.08,4
20663,PRTN-086,25-09-2024,standard,central,hot,103.1,29.34,no,delivered,603.52,4
20665,PRTN-242,19-01-2024,express,central,clear,199.2,43.62,yes,delayed,1176.86,2
20668,PRTN-031,30-06-2024,same day,north,stormy,134.1,1.99,yes,delayed,776.47,3
20670,PRTN-379,31-03-2024,standard,west,clear,290.6,18.98,no,delivered,1509.94,4
20673,PRTN-355,26-11-2024,standard,south,hot,7.3,44.19,no,delivered,169.07,3
20678,PRTN-137,16-05-2024,express,south,hot,270.4,25.95,no,delivered,1479.85,5
20680,PRTN-031,27-06-2024,express,south,stormy,260.9,25.87,yes,delayed,1432.11,2
20690,PRTN-482,29-09-2024,same day,south,cold,142.1,11.45,no,delivered,844.85,4
20696,PRTN-255,11-06-2024,express,south,cold,167.4,26.36,yes,delayed,966.08,2
20697,PRTN-087,31-10-2024,express,west,clear,96.8,10.05,yes,failed,564.15,1
20706,PRTN-299,12-12-2024,express,west,hot,109.8,25.81,yes,delayed,676.43,2
20712,PRTN-306,16-12-2024,two day,east,hot,230.8,13.17,no,delivered,1193.51,5
20714,PRTN-422,31-08-2024,same day,east,stormy,26.6,47.03,no,delivered,374.09,3
20717,PRTN-057,03-10-2024,standard,central,hot,272.0,25.31,no,delivered,1435.93,5
20721,PRTN-299,10-12-2024,standard,west,rainy,164.1,10.78,no,delivered,852.84,4
20724,PRTN-049,24-08-2024,two day,west,hot,54.4,34.11,no,delivered,374.33,5
20734,PRTN-452,01-07-2024,express,east,cold,240.8,44.84,no,delivered,1388.52,4
20735,PRTN-169,19-08-2024,two day,south,stormy,267.4,39.89,no,delivered,1456.67,5
20738,PRTN-215,30-04-2024,two day,central,hot,132.4,14.24,no,delivered,704.72,4
20742,PRTN-196,22-10-2024,standard,west,stormy,76.7,46.28,no,delivered,522.34,3
20743,PRTN-260,20-07-2024,express,west,cold,46.4,29.01,no,delivered,369.03,3
20746,PRTN-045,21-07-2024,two day,central,clear,229.6,5.76,no,delivered,1165.28,4
